,Name,Address,Latitude,Longitude
54,Best Western Plus Hotel Galles,"Via Federico Ozanam, 1, 20129 Milano MI, Italia, Milano, Lombardia 20129, ITA",45.4805847,9.2117326
55,Ibis Styles Milano Palmanova,"Via Palmanova, 153/1, 20132 Milano MI, Italia, Milano, Lombardia 20132, ITA",45.5045259,9.246461
56,STRAF a Member of Design Hotels,"Via San Raffaele, 3, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.465237,9.191247
57,IH Hotels Milano Gioia,"Via della Giustizia, 10D, 20125 Milano MI, Italia, Milano, Lombardia 20125, ITA",45.49952,9.206138
58,NH Milano Grand Hotel Verdi,"Via Melchiorre Gioia, 8, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4814923,9.192023
59,Hotel Berna,"Via Napo Torriani, 18, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4826692,9.2034371
60,Sina The Gray,"Galleria Ciro Fontana, 3, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.4655368,9.1914986
61,Nhow Milan,"Via Tortona, 35, 20144 Milano MI, Italia, Milano, Lombardia 20144, ITA",45.4510425,9.1606536
62,TownHouse 33,"Via Carlo Goldoni, 33, 20129 Milano MI, Italia, Milano, Lombardia 20129, ITA",45.4693349,9.2142383
63,Starhotels Anderson,"Piazza Luigi di Savoia, 20, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4852549,9.2069501
64,Hotel La Spezia Gruppo MiniHotel,"Via Spezia, 25, 20142 Milano MI, Italia, Milano, Lombardia 20142, ITA",45.4408963,9.1728003
65,Best Western Plus Hotel Felice Casati,"Via Felice Casati, 18, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4787357,9.2041131
66,Atahotel Linea Uno,"Viale Monza, 139, 20127 Milano MI, Italia, Milano, Lombardia 20127, ITA",45.50054,9.2208089
67,Room Mate Giulia,"Via Silvio Pellico, 2, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.4651371,9.1895249
68,Hotel Romana Residence,"Corso di Porta Romana, 64, 20122 Milano MI, Italia, Milano, Lombardia 20122, ITA",45.4572218,9.1937008
69,TownHouse 12,"Piazza Gerusalemme, 20154 Milano MI, Italia, Milano, Lombardia 20154, ITA",45.4844028,9.1673528
70,Hotel Galileo,"Corso Europa, 9, 20122 Milano MI, Italia, Milano, Lombardia 20122, ITA",45.4642651,9.1960569
71,Andreola Central Hotel,"Via Luigi Settembrini, 37, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4836517,9.2078581
72,Atahotel Contessa Jolanda,"Via Gioacchino Murat, 17, 20159 Milano MI, Italia, Milano, Lombardia 20159, ITA",45.4984161,9.1904375
73,Starhotels Ritz,"Via Lazzaro Spallanzani, 40, 20129 Milano MI, Italia, Milano, Lombardia 20129, ITA",45.4779041,9.2094965
74,Mercure Milano Regency,"Via Giuseppe Edoardo Arimondi, 12, 20155 Milano MI, Italia, Milano, Lombardia 20155, ITA",45.4897688,9.1549451
75,Four Points Sheraton Milan Center,"Via Emilio Cornalia, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4851889,9.198015
76,Grand Visconti Palace,"Viale Isonzo, 14A, 20135 Milano MI, Italia, Milano, Lombardia 20135, ITA",45.4471408,9.2070051
77,Carlyle Brera Hotel,"Corso Giuseppe Garibaldi, 84, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.4769923,9.1844899
78,Hilton Milan,"Via Luigi Galvani, 12, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4862032,9.200322
79,Hotel Dieci,"Largo Rio De Janeiro, 10, 20133 Milano MI, Italia, Milano, Lombardia 20133, ITA",45.4738012,9.2239702
80,Mokinba Hotels Montebianco,"Via Monte Rosa, 90, 20149 Milano MI, Italia, Milano, Lombardia 20149, ITA",45.4788051,9.1446276
81,Camperio House Suites Apartments,"Via Manfredo Camperio, 9, 20123 Milano MI, Italia, Milano, Lombardia 20123, ITA",45.466598,9.183064
82,Rosa Grand Milano Starhotels Collezione,"Piazza Fontana, 3, 20122 Milano MI, Italia, Milano, Lombardia 20122, ITA",45.4638223,9.1940273
83,Hilton Garden Inn Milan North,"Via Lucio Giunio Columella, 36, 20128 Milano MI, Italia, Milano, Lombardia 20128, ITA",45.5161671,9.2272778
84,Antica Locanda Dei Mercanti,"Via San Tomaso, 6, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.467298,9.1846982
85,NH Milano Touring,"Via Ugo Iginio Tarchetti, 2, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.4769167,9.196665
86,Best Western Hotel Astoria,"Viale Murillo, 9, 20149 Milano MI, Italia, Milano, Lombardia 20149, ITA",45.4725167,9.1439198
87,Palazzo Parigi Hotel Grand Spa Milano,"Corso di Porta Nuova, 1, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.473348,9.1910733
88,Hotel Mercure Milano Centro,"Piazza Guglielmo Oberdan, 12, 20129 Milano MI, Italia, Milano, Lombardia 20129, ITA",45.4747809,9.2059385
89,Best Western Hotel Ascot,"Via Lentasio, 7, 20122 Milano MI, Italia, Milano, Lombardia 20122, ITA",45.4580137,9.1913676
90,Best Western Antares Hotel Concorde,"Viale Monza, 132, 20127 Milano MI, Italia, Milano, Lombardia 20127, ITA",45.502453,9.2218364
91,Hotel degli Arcimboldi,"Viale Sarca, 20126 Milano MI, Italia, Milano, Lombardia 20126, ITA",45.5257221,9.2150033
92,LHP Hotel Napoleon,"Via Federico Ozanam, 12, 20129 Milano MI, Italia, Milano, Lombardia 20129, ITA",45.4802415,9.2131919
93,Klima Hotel Milano Fiere,"Via Venezia Giulia, 8, 20157 Milano MI, Italia, Milano, Lombardia 20157, ITA",45.5147974,9.116606
94,Hotel Vittoria,"Via Pietro Calvi, 34, 20129 Milano MI, Italia, Milano, Lombardia 20129, ITA",45.463135,9.2102
95,Colombia,"Via Roberto Lepetit, 15, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4829817,9.2041911
96,Milan Marriott Hotel,"Via George Washington, 66, 20146 Milano MI, Italia, Milano, Lombardia 20146, ITA",45.4611287,9.1542675
97,Boscolo Milano Autograph Collection,"Corso Giacomo Matteotti, 4, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.46676,9.194293
98,Hotel Lloyd,"Corso di Porta Romana, 48, 20122 Milano MI, Italia, Milano, Lombardia 20122, ITA",45.4580781,9.1924205
99,Art Hotel Navigli,"Via Angelo Carlo Fumagalli, 4, 20143 Milano MI, Italia, Milano, Lombardia 20143, ITA",45.4501306,9.1696481
