,Name,Address,Latitude,Longitude
1100,Pestana Chelsea Bridge Hotel Spa,"Sopwith Way, London, SW11 8, United Kingdom, London, England SW11 8, GBR",51.4815995,-0.1481053
1101,Holiday Inn London Mayfair,"W1J 8DL, London, England, United Kingdom, London, England W1J 8DL, GBR",51.507746,-0.1422993
1102,The Cavendish London,"16 Duke Street St James's, London, SW1Y 6DF, United Kingdom, London, England SW1Y 6DF, GBR",51.5077459,-0.1378733
1103,Four Seasons Hotel London at Park Lane,"4 Hamilton Place, London, W1J 7BQ, United Kingdom, London, England W1J 7BQ, GBR",51.504439,-0.149911
1104,Hotel La Place,"17 Nottingham Place, London, W1U 5LG, United Kingdom, London, England W1U 5LG, GBR",51.5215257,-0.1533039
1105,Hilton London Wembley,"6 Lakeside Way, Wembley, HA9 0BU, United Kingdom, Wembley, England HA9 0BU, GBR",51.5576962,-0.2835263
1106,Good Hotel London,"Western Gateway, London, E16 1, United Kingdom, London, England E16 1, GBR",51.5084195,0.0253216
1107,Rocco Forte Brown s Hotel,"W1S 4BP, London, England, United Kingdom, London, England W1S 4BP, GBR",51.5090558,-0.1421661
1108,Acca Palace,"Via Don Bartolomeo Grazioli, 16A, 20161 Milano MI, Italia, Milano, Lombardia 20161, ITA",45.5099969,9.1739942
1109,Enterprise Hotel Design Boutique,"Corso Sempione, 91, 20149 Milano MI, Italia, Milano, Lombardia 20149, ITA",45.4867005,9.1575137
1110,NYX Milan,"Piazza 4 Novembre, 3, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4868745,9.2018406
1111,Excelsior Hotel Gallia Luxury Collection Hotel,"Piazza Duca d'Aosta, 9, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4857027,9.2020127
1112,Hotel Dei Cavalieri,"Piazza Giuseppe Missori, 20123 Milano MI, Italia, Milano, Lombardia 20123, ITA",45.4608547,9.1886179
1113,Armani Hotel Milano,"Via Alessandro Manzoni, 31A, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.470532,9.19302
1114,Park Hyatt Milano,"Via Tommaso Grossi, 1, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.4654912,9.1889612
1115,TH Street Duomo,"Via Santa Radegonda, 14, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.4657568,9.1916674
1116,The Westin Palace,"Piazza della Repubblica, 22, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4790357,9.199028
1117,Maison Borella,"Alzaia Naviglio Grande, 8, 20144 Milano MI, Italia, Milano, Lombardia 20144, ITA",45.4521067,9.1758135
1118,Style Hotel,"Via Mercato, 1, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.4708973,9.1840992
1119,ME Milan Il Duca,"Via Marco Polo, 18, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4793852,9.1961308
1120,ADI Doria Grand Hotel,"Viale Andrea Doria, 22, 20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4853717,9.2115837
1121,Hotel Manin,"Via Daniele Manin, 9, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.4739801,9.1960671
1122,Hotel Michelangelo,"20124 Milano MI, Italia, Milano, Lombardia 20124, ITA",45.4845143,9.2057532
1123,Four Seasons Hotel Milano,"Via Gesù, 6, 20121 Milano MI, Italia, Milano, Lombardia 20121, ITA",45.469339,9.195108
1124,ADI Hotel Poliziano Fiera,"Via Angelo Poliziano, 11, 20154 Milano MI, Italia, Milano, Lombardia 20154, ITA",45.4837173,9.1649371
1125,IH Hotels Milano Lorenteggio,"Via Lorenteggio, 20152 Milano MI, Italia, Milano, Lombardia 20152, ITA",45.4436132,9.1161094
1126,The Square Milano Duomo,"Via Alberico Albricci, 4, 20122 Milano MI, Italia, Milano, Lombardia 20122, ITA",45.4608604,9.1890215
