,Name,Address,Latitude,Longitude
0,Hotel G tico,"Carrer de Jaume I, 16, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP",41.3835584,2.178311
1,Hotel Omm,"Carrer del Rosselló, 265, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP",41.3962468,2.1609551
2,AC Hotel Sants a Marriott Lifestyle Hotel,"Passeig de Sant Antoni, 08014 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08014, ESP",41.3775577,2.1384686
3,Hotel Vueling Bcn by HC,"Gran Via de les Corts Catalanes, 550, 08011 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08011, ESP",41.3831641,2.1604736
4,Gallery Hotel,"Carrer del Rosselló, 251, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP",41.3949242,2.1593099
5,H10 Casa Mimosa 4 Sup,"Carrer de Pau Claris, 179, 08037 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08037, ESP",41.3962106,2.1621171
6,Hotel Margot House,"Passeig de Gràcia, 44, 08007 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08007, ESP",41.3918805,2.1660363
7,Catalonia Magdalenes,"Carrer de les Magdalenes, 15, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP",41.3861283,2.1745291
8,Ayre Hotel Caspe,"Carrer de Casp, 103, 08013 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08013, ESP",41.3961021,2.1794688
9,Ilunion Almirante,"Via Laietana, 42, 08003 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08003, ESP",41.3860521,2.176157
10,Best Western Premier Hotel Dante,"Carrer de Mallorca, 181, 08036 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08036, ESP",41.3894195,2.1564886
11,Acevi Villarroel,"Carrer de Villarroel, 106, 08011 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08011, ESP",41.3853781,2.1567228
12,Hotel Miramar Barcelona GL,"08038 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08038, ESP",41.3703041,2.17141
